movement, velocity, acc, jerk, ci, weight,evaluatedjoint, pivot
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Back from Etendre right,262.6757561359654,417,6617.14,1.01,69.0,foot right,ankle right
Back from Etendre right,262.6757561359654,417,6617.14,1.01,69.0,foot right,ankle right
Back from Etendre right,0.0,0,716.87,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,716.87,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
movement, velocity, acc, jerk, ci, weight,evaluatedjoint, pivot
Plie,21.110430129141648,0,0.05,0.88,0.45,hip right,knee right
Plie,21.110430129141648,0,0.05,0.88,0.45,hip right,knee right
Plie,17.31653989433339,28,528.22,0.88,0.3,hip right,knee right
Plie,17.31653989433339,28,528.22,0.88,0.3,hip right,knee right
Plie,12.60250032136634,20,349.9,0.89,0.16,hip right,knee right
Plie,12.60250032136634,20,349.9,0.89,0.16,hip right,knee right
Plie,17.816641928711388,3,33.52,0.89,0.32,hip right,knee right
Plie,17.816641928711388,3,33.52,0.89,0.32,hip right,knee right
Plie,3.732124566299387,-8,114.43,0.89,0.01,hip right,knee right
Plie,3.732124566299387,-8,114.43,0.89,0.01,hip right,knee right
Plie,9.661088134925386,16,278.21,0.89,0.09,hip right,knee right
Plie,9.661088134925386,16,278.21,0.89,0.09,hip right,knee right
Plie,11.82964483380773,24,524.42,0.89,0.14,hip right,knee right
Plie,11.82964483380773,24,524.42,0.89,0.14,hip right,knee right
Plie,0.0,0,33.98,0.89,0.0,hip right,knee right
Plie,0.0,0,33.98,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
movement, velocity, acc, jerk, ci, weight,evaluatedjoint, pivot
Plie,10.178327773067187,0,0.01,0.88,0.1,hip right,knee right
Plie,10.178327773067187,0,0.01,0.88,0.1,hip right,knee right
Plie,18.531470117873067,33,602.17,0.88,0.34,hip right,knee right
Plie,18.531470117873067,33,602.17,0.88,0.34,hip right,knee right
Plie,18.531470117873067,33,602.17,0.89,0.34,hip right,knee right
Plie,17.816716444775633,2,30.23,0.89,0.32,hip right,knee right
Plie,17.816716444775633,2,30.23,0.89,0.32,hip right,knee right
Plie,9.916794221378067,-12,205.77,0.89,0.1,hip right,knee right
Plie,9.916794221378067,-12,205.77,0.89,0.1,hip right,knee right
Plie,0.0,-6,75.69,0.89,0.0,hip right,knee right
Plie,0.0,-6,75.69,0.89,0.0,hip right,knee right
Plie,0.0,-15,246.19,0.89,0.0,hip right,knee right
Plie,0.0,-15,246.19,0.89,0.0,hip right,knee right
Plie,0.0,-15,262.11,0.89,0.0,hip right,knee right
Plie,0.0,-15,262.11,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Back from Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Back from Plie,34.438573093236634,33,494.54,0.88,1.19,hip right,knee right
Back from Plie,34.438573093236634,33,494.54,0.88,1.19,hip right,knee right
Back from Plie,31.830304491716312,25,412.09,0.88,1.01,hip right,knee right
Back from Plie,31.830304491716312,25,412.09,0.87,1.01,hip right,knee right
Back from Plie,10.60344885678985,5,156.82,0.87,0.11,hip right,knee right
Back from Plie,10.60344885678985,5,156.82,0.87,0.11,hip right,knee right
Back from Plie,0.0,0,37.96,0.87,0.0,hip right,knee right
Back from Plie,0.0,0,37.96,0.87,0.0,hip right,knee right
Back from Plie,0.0,0,0.0,0.87,0.0,hip right,knee right
Back from Plie,0.0,0,0.0,0.87,0.0,hip right,knee right
Releve,26.98928514255025,42,658.82,0.88,0.73,hip right,knee right
Releve,26.98928514255025,42,658.82,0.88,0.73,hip right,knee right
Releve,0.0,0,65.95,0.88,0.0,hip right,knee right
Releve,0.0,0,65.95,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Back from Etendre right,290.32970989289635,509,8934.8,1.01,84.29,foot right,ankle right
Back from Etendre right,290.32970989289635,509,8934.8,1.01,84.29,foot right,ankle right
Back from Etendre right,0.0,0,959.95,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,959.95,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
movement, velocity, acc, jerk, ci, weight,evaluatedjoint, pivot
Plie,26.789759184085558,1,0.1,0.88,0.72,hip right,knee right
Plie,26.789759184085558,1,0.1,0.88,0.72,hip right,knee right
Plie,17.604826662731707,29,581.94,0.88,0.31,hip right,knee right
Plie,17.604826662731707,29,581.94,0.88,0.31,hip right,knee right
Plie,17.604826662731707,29,581.94,0.89,0.31,hip right,knee right
Plie,16.11983815048025,-1,72.78,0.89,0.26,hip right,knee right
Plie,16.11983815048025,-1,72.78,0.89,0.26,hip right,knee right
Plie,9.276763648935038,-15,255.9,0.89,0.09,hip right,knee right
Plie,9.276763648935038,-15,255.9,0.89,0.09,hip right,knee right
Plie,0.0,-5,54.42,0.89,0.0,hip right,knee right
Plie,0.0,-5,54.42,0.89,0.0,hip right,knee right
Plie,0.0,-10,162.98,0.89,0.0,hip right,knee right
Plie,0.0,-10,162.98,0.89,0.0,hip right,knee right
Plie,0.0,-13,215.48,0.89,0.0,hip right,knee right
Plie,0.0,-13,215.48,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Back from Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Back from Plie,35.001427706278456,38,584.75,0.88,1.23,hip right,knee right
Back from Plie,35.001427706278456,38,584.75,0.88,1.23,hip right,knee right
Back from Plie,37.97321671175038,35,679.46,0.88,1.44,hip right,knee right
Back from Plie,37.97321671175038,35,679.46,0.87,1.44,hip right,knee right
Back from Plie,9.577262612128669,2,122.16,0.87,0.09,hip right,knee right
Back from Plie,9.577262612128669,2,122.16,0.87,0.09,hip right,knee right
Back from Plie,0.0,0,23.13,0.87,0.0,hip right,knee right
Back from Plie,0.0,0,23.13,0.87,0.0,hip right,knee right
Back from Plie,0.0,0,0.0,0.87,0.0,hip right,knee right
Back from Plie,0.0,0,0.0,0.87,0.0,hip right,knee right
Releve,29.7842489321415,51,885.42,0.88,0.89,hip right,knee right
Releve,29.7842489321415,51,885.42,0.88,0.89,hip right,knee right
Releve,0.0,0,97.07,0.88,0.0,hip right,knee right
Releve,0.0,0,97.07,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,-404,6943.15,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,-404,6943.15,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
